index,tweet,max_emotion,sentiment
2215,enquirer jennifer garner dating lawyer introduced family,neutral,neutral
2216,selena gomezs mom called justin bieber satan,neutral,neutral
2217,khloe kardashian reportedly rushed hospital pregnancy complications ok,neutral,positive
2218,everything need know prince harry meghan markles royal wedding,joy,neutral
2219,us report claims meghan markle kate middleton expecting baby,joy,neutral
2220,video barack michelle obama cut loose beyonce jayz concert,sadness,negative
2221,us report jennifer aniston dumped 49th birthday,sadness,negative
2222,jennifer lopez questioning future arod cheating allegations exclusive,neutral,negative
2223,whitneys ex bobby brown cheats death loses 80 blood harrowing medical crisis,fear,negative
2224,scott disick sofia richie enjoy adventurous sex chemistry kourtney,joy,positive
2225,kim kardashian brand,neutral,neutral
2226,kris jenner asks kardashian sisters save failing life kylie report,sadness,negative
2227,jennifer lopez alex rodriguez visit old stomping ground yankee stadium see pic,joy,neutral
2228,kate hudson reveals pregnant third child,joy,neutral
2229,desperate showmance david foster katharine mcphee staging romance source claims,sadness,positive
2230,selena gomez pissed charlie puth went public romance wants dating life wraps,anger,negative
2231,sorry katy perry robert pattinson dating multiple women exclusive,sadness,positive
2232,keith urban angry nicole kidman emmys kiss,anger,negative
2233,ed sheeran weighs taylor swift katy perry feud,anger,negative
2234,los angeles magazine,neutral,neutral
2235,back mariah carey spotted kissing bryan tanaka posting sweet flashback photo,joy,positive
2236,liev schreiber hugs minnie drivers sister oscars party,joy,positive
2237,miley cyrus latest news photos videos,neutral,neutral
2238,new ruling means brad pitt angelina jolie custody case,neutral,neutral
2239,dwayne johnson rock save hollywood,neutral,positive
2240,gigi hadid warns anwar hadid kendall jenner,neutral,negative
2241,meghan marke prince harrys marriage rocks royal wedding,joy,neutral
2242,cara delevingne deleted storm models website ditching agency focus acting,neutral,neutral
2243,voice war inside blake shelton kelly clarksons explosive backstage feud,anger,negative
2244,brad ange back together,neutral,neutral
2245,text changed everything jlo arod,neutral,neutral
2246,travis scott kylie jenner married,neutral,neutral
2247,seth rogen tried make kim jongun adorable interview,joy,positive
2248,jennifer lopez get boob job despite report,neutral,neutral
2249,shannen doherty charmed reboots terrible offensive description,fear,negative
2250,brody jenners wedding,joy,neutral
2251,kim kardashian kanye west buying bigger mansion outdo beyonce jayz,surprise,neutral
2252,aritzia says meghan markle boosted earnings last,joy,positive
2253,robert pattinson kristen stewart buzz cuts pit hollywoodlife clickbait,neutral,negative
2254,gwen stefani blake shelton kiss lips pdafilled pics ever,neutral,positive
2255,nyc night jamie foxx katie holmes grab dinner big apple split rumors,neutral,neutral
2256,meghan markle wont able baby shower,sadness,neutral
2257,kelly ripa jealous michael strahans ratings success 100000 pyramid game show,surprise,positive
2258,trump long warm relationship oprah helped springboard presidential ambitions,joy,positive
2259,drake jealous rihannas new beau hassan jameel,surprise,negative
2260,paris fashion week attendees blame kim kardashian robbery,anger,negative
2261,brad ange back together,neutral,neutral
2262,carrie underwood mike fisher break silence divorce,neutral,neutral
2263,billboard music awards 2018 nominations see full list,surprise,positive
2264,gwen stefani tells blake shelton loves ish,joy,positive
2265,kylie jenner vs wendy williams travis scott helping get revenge feud,anger,negative
2266,khloe tristan another baby trainer says workouts might lead,neutral,neutral
2267,scott disick freaks kourtney kardashian younes bendjima,neutral,negative
2268,vanessa kirby shoots tom cruise marriage rumors,neutral,neutral
2269,charlize theron join wonder woman 2 cast,joy,positive
2270,taylor swift takes stand alleged groping trial definite grab,fear,positive
2271,angelina jolie,neutral,neutral
2272,taylor lautner billie lourds breakup hurts,sadness,negative
2273,justin bieber explains hes relationship got heart broken,sadness,negative
2274,kendall jenner shades scott disick photo sofia richie kids,neutral,neutral
2275,brad pitt secretly joined angelina jolie kids recent trip cambodia,joy,neutral
2276,new intimate details tristan thompsons affair prove worse khloé kardashian knows exclusive,anger,negative
2277,howie mandel wants invitation meghan markle prince harry royal wedding,surprise,neutral
2278,weeknd helped selena gomez recover kidney transplant one biggest supports says source,joy,positive
2279,fans speculate kylie jenner surrogate kim kardashian kanye west,neutral,neutral
2280,jennifer aniston says need stop thinking beauty shape size 4,sadness,positive
2281,serena williams john mcenroe believes would struggle mens circuit,sadness,negative
2282,kristen stewart robert pattinson spark reconciliation rumors la sighting,neutral,positive
2283,kim kardashian rib removed look thinner,sadness,neutral
2284,gwen stefani shuts rumours dumped blake shelton jealousy drama lovedup snap,sadness,negative
2285,jason momoa adorns cover american ways november issue,neutral,positive
2286,katy perry disastrous vmas hosting american idol producers panic,fear,negative
2287,kylie jenner finally spotted public,neutral,neutral
2288,zayn malik explained new text messages ex perrie gigi hadid,surprise,neutral
2289,everything ben affleck wishes could win jennifer garner back new report says,neutral,positive
2290,report jamie foxx soon marry katie holmes,joy,neutral
2291,selena gomez weeknd already trouble exclusive,sadness,negative
2292,trump lashes socalled judge temporarily blocked travel ban,anger,negative
2293,paris jackson clarifies dating status cara delevingne ashley benson caroline damore,neutral,positive
2294,angelina jolie opens divorce brad pitt first time always family,sadness,neutral
2295,real reason justin bieber selena gomez didnt spend thanksgiving together,sadness,neutral
2296,olivia munn sets record straight justin theroux dating rumors,neutral,positive
2297,rhobh blowout secrets ladies explosive reunion,surprise,neutral
2298,justin timberlake jessica biel net worth,neutral,positive
2299,princess charlotte recite great ancestors quote unknowingly advanced ageknow truths married biography,neutral,positive
2300,beyonce knowles beyonce style african women,neutral,neutral
2301,kristen stewart stella maxwell rocks,neutral,neutral
2302,jennifer garner isnt ready date divorce ben love life,sadness,positive
2303,amal george clooney welcome twins,joy,positive
2304,justin bieber caught church child molester scandal,disgust,negative
2305,sofia richie kourtney kardashian stay away scott disick,neutral,neutral
2306,brad pitt jennifer aniston busted aspen reunion,sadness,neutral
2307,princess eugenies ring double price meghan markles,neutral,neutral
2308,bisexual drew barrymore desperate romantic partner learn relationships garlic allergy married biography,fear,positive
2309,kim kardashian dethroned dethroned khloe hot hot sister,neutral,neutral
2310,kourtney kardashian opens restricting kids screen time kids dont really play ipads,neutral,negative
2311,katie holmes jamie foxx split call wedding five years secret romance,joy,positive
2312,mariah carey french montana flirt recording studio,joy,neutral
2313,kylie jenner would love see kendall get pregnant,joy,positive
2314,jennifer garner leaning matthew broderick amid divorce despite report,sadness,neutral
2315,beyonce cheapyonce hotel,neutral,neutral
2316,jennifer aniston justin theroux trial separation,neutral,neutral
2317,meghan markle helped prince harry kick lifethreatening habit video,joy,neutral
2318,kim kanye taking rest 2016 wish could,sadness,positive
2319,justin bieber desperate become friends chris pratt,neutral,positive
2320,kylie jenner named kid stormi internet cant handle,neutral,neutral
2321,welcoming baby together joint gq cover inside kylie jenner travis scotts whirlwind romance,joy,positive
2322,younes bendjima fires back rebound rumors kourtney kardashian split,anger,neutral
2323,weeknd announces opening acts fall tour selena gomez joining,joy,neutral
2324,brad pitt sienna miller romance rumors heat,neutral,positive
2325,blake shelton understands people surprised hes gwen stefani,surprise,positive
2326,royal wedding 21st century prince harry weds meghan markle amid calls social justice,joy,positive
2327,prince harry reportedly sought kate middletons seal approval proposing meghan markle,neutral,positive
2328,angelina jolie reportedly secret plan woo thor star chris hemsworth rumors,neutral,positive
2329,meghan harry baby joy,joy,positive
2330,golden globes 2018 winners complete list,neutral,positive
2331,lea michele celebrated engagement zandy reich starstudded party,joy,positive
2332,selena gomez weeknd split reuniting justin bieber,joy,neutral
2333,barbara cook dead broadway mourns passing legend see tweets,sadness,negative
2334,robert pattinson crazy katy perry hes majorly crushing ages,sadness,negative
2335,khloé kardashian probably wont leave tristan thompson source says shes hopeless romantic,sadness,negative
2336,ryan gosling emma stones flirting leaves eva mendes fed report,neutral,positive
2337,new report jennifer garner ben affleck sparks debate,anger,neutral
2338,justin bieber says religion set free bondage shame,neutral,positive
2339,chris martin planning play argentina global citizen campaign,neutral,positive
2340,ariel winter slams media body shamers twitter rant,anger,negative
2341,rihanna hassan jameel moving together reportedly house hunting paris together,joy,neutral
2342,fans praise live kelly ryan standin host jenna dewan tatum,joy,positive
2343,jennifer lopez jokes theres pressure alex rodriguez propose,joy,negative
2344,crazy stupid love director ryan gosling emma stone chemistry,anger,negative
2345,kylie jenner travis scott became parents 10 months meeting heres complete timeline relationship,neutral,neutral
2346,liam neeson im scared public speaking,fear,negative
2347,meghan markles maid honor,neutral,positive
2348,caitlyn jenner joins girlfriend sophia hutchins kylies birthday,joy,neutral
2349,blake sheltons friends shocked snagged gwen stefani like hell,surprise,negative
2350,us report jennifer aniston pregnant brad pitts baby,joy,neutral
2351,entertainment tonight,joy,positive
2352,chris soules breaks silence fatal accident im overwhelmed tragedy,fear,negative
2353,selena gomez wasnt woman justin bieber,surprise,neutral
2354,ellen degeneres wife portias 400 million divorce,neutral,neutral
2355,selena gomez justin bieber timeline relationship,neutral,neutral
2356,pregnant kate middleton vows protect meghan markle camilla,joy,positive
2357,gwyneth paltrows goop issues rare response critic,neutral,negative
2358,taylor swift spending millions dollars millions dollars boyfriend joe alwyn despite report,surprise,positive
2359,cbs morning wants oprah fill fired charlie rose report,sadness,negative
2360,brad pitts body odor becoming problem friends helping angelina jolie divorce aftermath,disgust,positive
2361,joe alwyn surprising taylor swift romantic dinner,surprise,positive
2362,hollywoodlife flipflops brad pitt dating ella purnell,joy,neutral
2363,frenchcanadian mother finds weird solution save ellen degeneres portia de rossi marriage,disgust,positive
2364,kim kardashian defends kylie jenner,neutral,neutral
2365,jessica simpson opens babies marriage tonight show jay leno,joy,neutral
2366,sarah jessica parker matthew broderick net worth,surprise,positive
2367,brad pitt jennifer aniston busted aspen reunion,sadness,neutral
2368,johnny depp hiding deadly disease fans,fear,negative
2369,brad pitt jen anistons mexico wedding plans,neutral,neutral
2370,teresa giudice dating businessman report claims,neutral,neutral
2371,fergie cries talking josh duhamel divorce,neutral,negative
2372,justin bieber starring despacito movie,joy,neutral
2373,robert pattinson kristen stewart reportedly talks 1st movie together since twilight,neutral,neutral
2374,selena gomez friendship jennifer aniston gives advice,neutral,positive
2375,oceans 8 cast kindly requests stop asking question,neutral,positive
2376,jennifer garner confronted lindsay shookus ben affleck relationship sources say,anger,negative
2377,selena gomezs plan justin biebers birthday includes romance hollywood life,joy,positive
2378,kylie jenner reportedly turned proposal travis scott,neutral,neutral
2379,kanye west withdrawn kim kardashian tired ignoring issues,sadness,negative
2380,everything know kendall jenners rumored new beau ben simmons,neutral,neutral
2381,prince jackson shops girlfriendas claimed feuded sister paris suicide attempt,anger,negative
2382,selena gomez orlando bloom chasing split katy perry,neutral,neutral
2383,brad pitt spends fathers day london kids amid custody dispute,sadness,negative
2384,heres kylie jenner decided stop sharing pictures stormi,sadness,positive
2385,rihanna responds photos feuding boyfriend hassan jameel lion meme,anger,negative
2386,kim kardashian kanye west arent couples therapy source,neutral,neutral
2387,lindsay lohan racially profiled airport wearing headscarf,anger,neutral
2388,watch jenna dewan sizzle dance jlo world dance trailer,joy,neutral
2389,naomi watts liam neeson dating report,neutral,neutral
2390,angelina jolie brad pitt divorce actress fit clan,neutral,positive
2391,chloë grace moretz speaks bodyshaming red shoes 7 dwarfs ad,neutral,positive
2392,demi moore v mila kunis looks hotter photos,neutral,neutral
2393,inside fabulous first year george amal clooneys twins,joy,positive
2394,kris jenner top rumor 2017 hooking caitlyn jenner,neutral,positive
2395,blake shelton shares proof kelly clarkson could gwen stefanis biggest fan,joy,positive
2396,caitlyn jenner,neutral,neutral
2397,brad pitt news updates award winning fight club actor,neutral,positive
2398,learned tolerate blake lively,joy,positive
2399,kuwtk kim kardashian west goes blonde kanye west anniversary,surprise,neutral
2400,noel gallagher slams harry styles solo debut cat couldve written 10 minutes,joy,neutral
2401,kelly clarkson clogged toilet victorian mansion,anger,neutral
2402,fergie reportedly crushing hard kendall jenner singer wants explore fantasies split rumors,sadness,negative
2403,miley cyrus liam hemsworth chumming lunch,joy,neutral
2404,hollywood film awards see angelina jolie margot robbie wearing,joy,positive
2405,new parents kylie jenner travis scott arent making huge plans future,sadness,negative
2406,nicole kidman trump country need support whoevers president,sadness,positive
2407,eric johnson divorcing jessica simpson drinking despite claim,sadness,neutral
2408,category dakota johnson dating jon hamm chris martin,neutral,neutral
2409,kanye west wants donald trump chicagos godfather exclusive,neutral,positive
2410,kim kardashian insisted sick kanye west go hospital saints pneumonia scare source,fear,negative
2411,times caitlyn jenner shaded kardashians theyve shaded right back,neutral,neutral
2412,kim kardashian kanye west snubbed kate middleton prince william report debunked,neutral,negative
2413,alec baldwin stepping away twitter following criticism weinstein payoff comments,anger,negative
2414,selena gomez believes justin bieber soulmate theyre destined together,joy,positive
2415,ben affleck ignored questions texted justice league comiccon panel,anger,positive
2416,renee zellweger begging doyle bramhall ii elope report,neutral,neutral
2417,jennifer aniston reveals truth divorce justin theroux,neutral,positive
2418,ed sheeran weighs taylor swift katy perry feud,anger,negative
2419,minnie driver alyssa milano call matt damon tone deaf comments sexual assault,fear,negative
2420,kanye west reportedly refuses change chicagos diapers kim furious,anger,negative
2421,nicole kidman reese witherspoon bitter feud,anger,negative
2422,julia roberts divorce shock story untrue,surprise,negative
2423,caitlyn jenner reportedly wants kim kardashians surrogate carry baby,joy,neutral
2424,angelina jolie,neutral,neutral
2425,stedman graham,neutral,neutral
2426,amal clooney pregnant fans spot maybe baby bump new pic,neutral,neutral
2427,gwen stefani got dumped blake shelton jealousy drama exclusive,sadness,negative
2428,angelina jolie headed physical meltdown actress going without food sleep,sadness,neutral
2429,rihanna romance hassan jameel yearns booty call,joy,positive
2430,meghan markle six reasons divides people even americans,anger,neutral
2431,tyga pissed kylie jenners gq cover travis scott dredge,anger,negative
2432,entertainment news latest bollywood movie review entertainment news headlines,joy,positive
2433,heidi klums bf vito schnabel responds cheating rumors,sadness,negative
2434,angelina jolie shes worried brad pitt quentin tarantinos potential team new film,fear,negative
2435,scarlett johansson wants quickie divorce get going snl stud,neutral,neutral
2436,see birthday boy robert pattinson transform years,surprise,neutral
2437,brad pitt jennifer aniston reunion movie truth behind rumoured romcom film,neutral,positive
2438,amy schumer clarifies pregnancy rumors cocktail hand,neutral,positive
2439,cate blanchett calls parity transparency red carpet protest gender inequity cannes,anger,negative
2440,kourtney kardashian furious scott disick took kids vacation sofia richie,anger,negative
2441,brad pitt marion cotillard spotted nearly kissing,neutral,positive
2442,meghan kates double baby joy due day,joy,positive
2443,blake shelton subtly claps back exwife miranda lambert help buddy luke bryan,neutral,positive
2444,pink lady gaga working together write antimadonna anthem,joy,neutral
2445,revealing details prince william prince harrys royal feud camilla,joy,negative
2446,jennifer aniston hate matthew perry despite report,anger,negative
2447,desperate ariel winter begging boyfriend levi get pregnant asap,sadness,negative
2448,jennifer lopez alex rodriguezs relationship fake insider reveals,neutral,negative
2449,kylie jenner jealous ariana grande wants travis propose immediately,neutral,negative
2450,guess much woman spends makeup liftetime way,neutral,neutral
2451,miranda lambert blake shelton affair ex claims,sadness,neutral
2452,meghan markle lost sleep relatives wedding nears,sadness,negative
2453,derek hough juliannes wedding witnessed baby sister marry man dreams,joy,positive
2454,questions asking robert pattinsons new wife,surprise,neutral
2455,hollywood reacts matt lauers firing dont let door hit way,sadness,negative
2456,luke bryan says katy perrys american idol kiss fun tv,joy,positive
2457,khloe kardashian im really angry confused irritated life,anger,negative
2458,brad pitt reportedly locked shiloh joliepitt angelina jolie split says radar online,sadness,neutral
2459,brad pitt jennifer aniston reunite wedding baby,joy,neutral
2460,photos meghan markles gorgeous wedding ring,joy,positive
2461,eva mendes ryan gosling verge split,sadness,neutral
2462,hollywood mourns death legendary harry dean stanton definition cool,sadness,negative
2463,omarosa responds rumors shes joining real housewives atlanta,surprise,neutral
2464,beyonce looks amazing instagram snap defiant online trolls,anger,positive
2465,lady gaga engaged christian carino definitely serious,sadness,positive
2466,selena gomez goes barefoot street hotel transylvania 3 premiere,fear,neutral
2467,timeline relationship,neutral,neutral
2468,lindsay lohan went fullon mischa barton tribute terrorism victims,fear,negative
2469,rachel weisz rocks thighhigh split mercy premiere,neutral,positive
2470,katy perry orlando bloom back together 11 months split claim friends,joy,positive
2471,beyonce dancers les twins aging well,joy,positive
2472,angelina jolie secretly dating real estate agent,neutral,neutral
2473,rumor bust kate middleton meghan markle pregnant due day,neutral,neutral
2474,keith urban,neutral,neutral
2475,angelina jolies unhealthy eating sleeping habits true report says,neutral,negative
2476,brad pitt apologises jennifer aniston leaving angelina jolie,sadness,positive
2477,brad pitt calls miserable bastard loner british gq,sadness,negative
2478,blake shelton reveals missed kids,sadness,negative
2479,justin bieber starting church,neutral,neutral
2480,miranda lambert anderson east timeline love heartbreak,sadness,positive
2481,kendall jenner banned clippers games due blake griffin relationship,sadness,negative
2482,detailed history selena gomez justin biebers onagain offagain relationship,sadness,neutral
2483,meghan markles brother blasts interview,anger,neutral
2484,triple kardashian pregnancy ploy 25 million,neutral,neutral
2485,kim kardashian wants kanye drop tyga record label kylie split,neutral,negative
2486,angelina jolie accuses brad pitt paying enough child support,anger,positive
2487,ryan reynolds responds rumors marriage blake lively trouble,joy,positive
2488,jennifer lopez alex rodriguez go jewelry shopping valentines day,joy,neutral
2489,donald glover sounds lando spinoff rumors,neutral,neutral
2490,elon musk admits pain since split amber heard,sadness,negative
2491,would new man baby way,neutral,neutral
2492,beyonce reject kim kardashian baby gifts report,sadness,negative
2493,charlie hunnam robert pattinson barely spoke lost city z set,neutral,negative
2494,jumanji trailer backlash twitter slams sequel robin williams classic,anger,neutral
2495,picture proves meghan markle prince harry arent children quite yet,surprise,neutral
2496,jennifer aniston reese witherspoon arrive gwyneth paltrows big event,neutral,neutral
2497,oprah winfrey 2020 scandals might work,neutral,negative
2498,escape movie boost pierce brosnans net worth owen wilsons net worth,joy,positive
2499,watch jenna dewan sizzle dance jlo world dance trailer,joy,neutral
2500,miley cyrus asks dad voice advisor,neutral,neutral
2501,angelinas hell custody battle backfires,anger,negative
2502,jamie foxx katie holmes find best way battle breakup rumors,sadness,positive
2503,george amal clooney pregnant baby 3 less year twins birth,joy,neutral
2504,angelina jolies alleged shocking impact brad pitt makes jennifer aniston turn ex reports express,fear,negative
2505,kate middleton frustrated pregnancy overshadowed prince harry,anger,negative
2506,justin bieber drives selena gomezs house amidst rumors,fear,neutral
2507,air ryan seacrest,neutral,neutral
2508,miranda lambert sent blake shelton gwen stefani blessing cringeworthy runin exclusive,sadness,positive
2509,rob pattinson still cares deeply kristen stewart getting back together party reunion,neutral,positive
2510,page 3229 us weekly,neutral,neutral
2511,channing tatum jenna dewans divorce getting ugly exclusive,sadness,negative
2512,kanye wests music banned radio station slavery remarks,neutral,negative
2513,prince george reportedly getting security following isis threat,fear,negative
2514,gwen stefani blake shelton baby way plan christmas wedding report,surprise,neutral
2515,winners nominees category,neutral,positive
2516,whether wanted john mccain played outsize role trumps political narrative,neutral,positive
2517,drew barrymore timothy olyphant enjoy spot downtime filming santa clarita diet,joy,positive
2518,rosie huntingtonwhiteley shared rare adorable pictures little family,joy,positive
2519,intimate snaps life prince harry,anger,neutral
2520,sandra bullocks wedding shocker plans marry bryan randall hold,surprise,negative
2521,jennifer hudson diva voice uk set report,neutral,neutral
2522,kristen stewart robert pattinson 2018 actress rumored direct next film together quit acting,sadness,neutral
2523,mila kunis talks pregnancy divorce rumors,fear,neutral
2524,khloe kardashian fears dumped delivery room dumped delivery room tristan thompson,fear,negative
2525,kristen stewart steps stella maxwell amid bogus rumors robert pattinson,anger,neutral
2526,brigitte nielsen pregnant fifth child see baby bump,joy,neutral
2527,kylie jenner denies kris jenner managing kanye west travis scott isnt true,neutral,negative
2528,mariah carey lionel richie tour disaster,sadness,negative
2529,report caitlyn jenner secretly living next kris jenner,surprise,neutral
2530,jennifer anistons latest dating rumors shrouded mystery,fear,neutral
2531,khloe kardashian cutting family tristan thompson confusion,sadness,negative
2532,yikes scary skinny photos brad pitt truly worrisome,fear,negative
2533,jennifer garner dating chris pine ben affleck divorce,neutral,neutral
2534,kendall jenner pictured kissing gigi bella hadids brother anwar,joy,positive
2535,adele panicking entourage missing grammys despite report,sadness,negative
2536,maggie gyllenhaal leah remini scientology feud made outlet,anger,negative
2537,daniel radcliffe engaged harry potter star proposed erin darke report,joy,positive
2538,taylor swift tom hiddleston obvious chemistry flirty met ball danceoff calvin harris split,joy,positive
2539,noticed every time drake dates woman hes really dating,surprise,neutral
2540,jessica chastain mollys game,neutral,neutral
2541,angelina jolie single dating real estate agent,neutral,neutral
2542,rihanna laughing karrueche tran chris brown drama,joy,positive
2543,daniel craig fighting save marriage rachel weisz returns james bond,joy,positive
2544,jen pours heart brad angelina,sadness,neutral
2545,brad pitt news pictures videos,disgust,neutral
2546,mila kunis ashton kutchers love story straight romantic comedy,joy,positive
2547,big bang theory catfight inside kaley mayims icy backstage relationship,anger,neutral
2548,caitlyn jenner 68 escorts gal pal sophia hutchins 21 nobu malibu 200k purple porsche,joy,neutral
2549,ben affleck secretly hates ex jennifer lopez alex rodriguez jealous,anger,negative
2550,selena gomez spies weeknd,neutral,neutral
2551,brad pitt jennifer aniston secret hideout hills,neutral,neutral
2552,surrogate mother compensation,anger,neutral
2553,celebrities respond president trump backs paris accord variety,neutral,negative
2554,us report brad pitts secret lover pregnant,sadness,positive
2555,gwen stefani call blake shelton,neutral,neutral
2556,taylor swift countersuing 1 sexual assault trial,neutral,negative
2557,prince harry meghan markles honeymoon itinerary namibia could look like including moonlit dinner hot air balloon ride,joy,positive
2558,julias 225 million divorce drama danny explodes hot hookup richard gere,joy,neutral
2559,apology sarah ferguson,anger,positive
2560,kardashians jealous jennifer lawrence relationship kris jenner,neutral,negative
2561,amal clooney displays postbaby body tight tank top,neutral,positive
2562,tobey maguire,neutral,neutral
2563,new report reveals suri cruise desperate see tom cruise missed 12th birthday party,sadness,negative
2564,chris brown says wants tour rihanna beyoncé bruno mars,neutral,neutral
2565,rip jack mandy moore shares cast reaction tragic us episode,sadness,negative
2566,beyoncés twins birth certificates show link kim kardashian,neutral,neutral
2567,terry crews slams former national enquirer editor accused sexual assault threatening false story,anger,negative
2568,15 reasons jennifer lawrence lot handle,neutral,neutral
2569,internet death hoaxes,fear,negative
2570,jennifer lopez shoots alex rodriguez engagement rumors,neutral,positive
2571,ferrell mel gibson feuded daddys home 2 set,anger,negative
2572,hannibal buress arrested miami disorderly intoxication,anger,negative
2573,pure dancing stars,neutral,neutral
2574,blake shelton dancing stars special guests,joy,positive
2575,nick jonas dating victoria secret model sara sampaio,neutral,neutral
2576,crown season 2 prince charles really like young boy hate gordonstoun,anger,negative
2577,kristen stewart ive deeply love everyone ive dated,sadness,positive
2578,fury 2014,anger,negative
2579,kanye west reportedly heading another breakdown relapse,sadness,neutral
2580,keith urban buys nicole kidman manhattan townhouse variety,joy,neutral
2581,kashing kim kanye go insane shopping spree signing million dollar deal,surprise,negative
2582,harry styles one shots blurbs imagines,surprise,neutral
2583,jenny shimizu angelina jolies exgirlfriend 5 facts,neutral,neutral
2584,jlo pressure arod propose,neutral,negative
2585,katy perry furious taylor swifts video look made,anger,negative
2586,miley cyrus liam hemsworth reportedly broken,sadness,negative
2587,katie holmes pregnant planning wedding jamie foxx,joy,neutral
2588,celebrities react death jonathan demme could anything,anger,negative
2589,justin bieber caught partying grammys night skipping despacito performance,joy,positive
2590,celebrities react donald trump defending white nationalists,anger,neutral
2591,charlize theron seth mcfarlane sushi date last night cute terrible,fear,negative
2592,tom petty dead celebrities react social media variety,anger,negative
2593,truth surfaces behind rumors blake shelton miranda lambert reunion,neutral,positive
2594,jennifer lopezs boyfriend alex rodriguez marks stars birthday series personal photos,joy,neutral
2595,rob kardashian laughing blac chyna trying rap shell embarrass,joy,negative
2596,blind person see eye surgery,neutral,negative
2597,pad library new releases updates categories,neutral,neutral
2598,giuliana rancics e network power play,neutral,positive
2599,brad pitt jennifer aniston busted aspen reunion,sadness,neutral
2600,robert pattinson new relationship report,neutral,neutral
2601,chadwick boseman black panther needed african accent,neutral,neutral
2602,new reports claim kendall jenner quitting keeping kardashians move paris,neutral,neutral
2603,sober pink sees red husband carey harts boozing,sadness,neutral
2604,justin biebers showering selena gomez tlc help prepare amas,neutral,positive
2605,selena gomez justin theroux may friends,neutral,positive
2606,pawelw ladziak spends fortune making look older,neutral,neutral
2607,jennifer lopez alex rodriguez getting married kids together truth,neutral,positive
2608,mariah worried exmanager leak secrets split,fear,negative
2609,kylie jenner travis scott handson parents despite busy schedules,neutral,neutral
2610,meghan markle finally meets queen elizabeth,joy,neutral
2611,list brad pitts best friends,joy,positive
2612,jen aniston furious friends offbroadway parody hires lawyers check script,anger,negative
2613,espy awards 2017 complete winners list,neutral,positive
2614,american idol season 16,neutral,neutral
2615,photos katie holmes suri cruise american girl store grove la,joy,neutral
2616,everything miranda lambert blake shelton said divorce,sadness,neutral
2617,snl cast crew hookups celebrity hosts angering boss lorne michaels,anger,negative
2618,darren aronofsky suki waterhouse dating,neutral,neutral
2619,rob pattinson still cares deeply kristen stewart getting back together party reunion,neutral,positive
2620,leaving jennifer aniston angelina jolie one biggest mistakes brad pitt,sadness,negative
2621,bruce willis heart attack worries public collapse,fear,negative
2622,kendall jenner boss hell mistreats employees debunked,anger,negative
2623,jim carrey thinks alien reptiles rule earth,neutral,neutral
2624,jennifer garner ring truth reconciliation ben affleck,neutral,positive
2625,britney spears family afraid shell second meltdown kevin federline drama,fear,neutral
2626,mel b making statement divorce mtv vmas dress,neutral,neutral
2627,everything miranda lambert blake shelton said divorce,sadness,neutral
2628,kylie jenners pregnancy brought closer kourtney kardashian,joy,neutral
2629,jennifer aniston always brad pitts greatest love,joy,positive
2630,voice 10 things know gwen stefani blake sheltons relationship,neutral,neutral
2631,complete timeline selena gomez justin biebers relationship,neutral,neutral
2632,nbc accused whitewashing tamron halls exit,neutral,negative
2633,john travolta allow daughter ella become actress,joy,positive
2634,brad pitt caught intimate dinner sienna miller,joy,neutral
2635,harry styles,neutral,neutral
2636,angelina jolies honeytrap plot seize ugandas kony,neutral,neutral
2637,brad pitt go rehab despite tabloid reports source says,sadness,neutral
2638,robert pattinson dork growing,neutral,negative
2639,kanye west reportedly furious taylor swift mocking kim kardashians robbery,anger,negative
2640,justin bieber hollywood elites killed unborn child,sadness,negative
2641,blake sheltons secret late night calls miranda,neutral,neutral
2642,robert pattinson sienna miller dating friends could turning romance report,surprise,positive
2643,ariana grande carried like baby 6 ridiculous rumors,anger,neutral
2644,gwen stefani addresses rumors blake shelton getting married,neutral,neutral
2645,chris pratt says divorce sucks first interview anna faris split,sadness,negative
2646,katie couric opens matt lauers firing today show,neutral,negative
2647,kanye wests anger issues dominate counseling sessions kim kardashian exclusive,anger,negative
2648,nicole kidman reese witherspoon bitter feud,anger,negative
2649,12 photos leonardo dicaprio kate winslet absurdly adorable together oscars,joy,positive
2650,angelina jolie breaks silence,sadness,neutral
2651,baby news rihanna pregnant shes pretty far along click see baby bump,joy,positive
2652,jamie foxx responds katie holmes dating rumors,neutral,neutral
2653,ben affleck lindsay shookus still going strong marriage next exclusive,neutral,positive
2654,nick cannon says hes leaving americas got talent threats firing racial joke,anger,negative
2655,gwen stefani blake shelton put baby wedding plans hold,neutral,neutral
2656,kourtney kardashian younes bendjima sex life details made outlet,neutral,neutral
2657,new feud michael strahan furious alex rodriguez stole tv spotlight,anger,negative
2658,chris nolan explains kept actors casting secret,neutral,neutral
2659,prince harry meghan markle join linmanuel miranda hamilton,joy,positive
2660,mariah careys ice cream meltdown,sadness,neutral
2661,khloe kardashian shuts tristan thompson couples therapy rumours made,sadness,neutral
2662,david lynch says trump wont great president continues current path,sadness,negative
2663,george clooney complicit er actress says helped silence sexual harassment claims,anger,negative
2664,celebs react patriots eagles going super bowl lii,joy,positive
2665,jennifer lawrence moves darren aronofsky whos new man,neutral,neutral
2666,channing tatum jenna dewan split 9 years marriage,sadness,neutral
2667,moment silence forgotten first husbands pop music divas,surprise,negative
